openalexid,title,original_paper_date,original_paper_doi,retraction_date,retraction_doi,reason
https://openalex.org/W1921360501,"The effect of Polygonum minus extract on cognitive and psychosocial parameters according to mood status among middle-aged women: a randomized, double-blind, placebo-controlled study",2015-09-22T00:00:00Z,10.2147/CIA.S86411,2017-10-06T00:00:00Z,10.2147/CIA.S146868,+Error in Image;+Error in Methods;+Error in Results and/or Conclusions;
https://openalex.org/W2084053852,When any Worx looks typical to you: Global relative to local processing increases prototypicality and liking,2011-08-24T00:00:00Z,10.1016/j.jesp.2011.08.012,2017-09-27T00:00:00Z,10.1016/j.jesp.2017.04.002,+Notice - Limited or No Information;+Retract and Replace;+Temporary Removal;
https://openalex.org/W2051154833,"Fueling doubt and openness: Experiencing the unconscious, constructed nature of perception induces uncertainty and openness to change",2015-01-12T00:00:00Z,10.1016/j.cognition.2014.12.003,2017-09-21T00:00:00Z,10.1016/j.cognition.2017.09.009,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Manipulation of Images;+Misconduct - Official Investigation/Finding;
https://openalex.org/W2085715555,Metabolic syndrome factors and risk of postoperative depression in high-grade glioma patients in a 1.5-year prospective study,2014-09-16T00:00:00Z,10.1007/s12032-014-0234-y,2017-09-19T00:00:00Z,10.1007/s12032-017-1027-x,+Concerns/Issues About Data;+Concerns/Issues About Results;+Objections by Author(s);
https://openalex.org/W3022376935,"Correlates, comorbidities, and suicidal tendencies of problematic game use in a national wide sample of Korean adults",2017-05-11T00:00:00Z,10.1186/s13033-017-0143-5,2017-09-15T00:00:00Z,10.1186/s13033-017-0162-2,+Error in Analyses;+Error in Results and/or Conclusions;
https://openalex.org/W2609876304,Studentsâ€™ and Teachersâ€™ Perception of Written Comments in Two Secondary Classrooms.,2017-04-25T00:00:00Z,10.1177/0033688216687457,2017-09-13T00:00:00Z,10.1177/0033688217732200,+Concerns/Issues About Data;+Error in Data;
https://openalex.org/W3204339764,"Boys have caught up, family influences still continue: Influences on executive functioning and behavioral self-regulation in elementary students in Germany",2017-03-29T00:00:00Z,10.1002/pchj.157,2017-09-08T00:00:00Z,10.1002/pchj.184,+Error in Analyses;+Error in Data;+Retract and Replace;+Unreliable Results;
https://openalex.org/W2757637414,Histopathology reports of findings of prostate needle biopsies,2012-10-14T00:00:00Z,10.1007/s00120-012-3008-1,2017-08-28T00:00:00Z,10.1007/s00120-017-0499-9,+Concerns/Issues About Authorship;+Plagiarism of Article;
https://openalex.org/W2590414129,Patient-related beliefs and adherence toward their medications among the adult hypertensive outpatients in Tanzania,2017-05-09T00:00:00Z,10.2217/cer-2016-0060,2017-08-25T00:00:00Z,10.2217/cer-2016-0060r1,+Lack of IRB/IACUC Approval;
https://openalex.org/W2693984549,"The Role of Goal Setting, Collectivism, and Task Orientation on Iranian Wrestling Teams Performance",2016-07-01T00:00:00Z,10.1080/21615667.2016.1277811,2017-08-24T00:00:00Z,10.1080/21615667.2017.1369316,+Breach of Policy by Author;+Ethical Violations by Author;+Euphemisms for Plagiarism;+Plagiarism of Text;+Withdrawal;
https://openalex.org/W2604656712,Role of Peers Pressure and Self-Esteem on the General Secondary Studentsâ€™ Aggression,2017-03-28T00:00:00Z,10.5539/ijps.v9n2p89,2017-08-20T00:00:00Z,10.5539/ijps.v9n2p89,+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W2173767892,"Relationship between inflammatory cytokines and risk of depression, and effect of depression on the prognosis of high grade glioma patients.",2015-07-28T00:00:00Z,10.1007/s11060-015-1861-7,2017-08-18T00:00:00Z,10.1007/s11060-017-2592-8,+Concerns/Issues About Data;+Concerns/Issues About Results;+Objections by Author(s);
https://openalex.org/W2168856417,Peritoneal vaginoplasty by Luohu I and Luohu II technique: a comparative study of the outcomes,2015-08-22T00:00:00Z,10.1186/s40001-015-0165-x,2017-08-03T00:00:00Z,10.1186/s40001-017-0267-8,+Error in Analyses;+Error in Data;+Error in Methods;
https://openalex.org/W2307878572,Relationships between perceived social support and retention patients receiving methadone maintenance treatment in China mainland,2016-03-19T00:00:00Z,10.1016/j.cnre.2015.12.001,2017-07-14T00:00:00Z,10.1016/j.cnre.2017.06.006,+Duplication of Article;+Error in Data;
https://openalex.org/W2522052533,Psychopathic personality characteristics amongst high functioning populations,2016-09-21T00:00:00Z,10.1080/23744006.2016.1232537,2017-06-16T00:00:00Z,10.1080/23744006.2017.1339975,+Notice - Limited or No Information;+Plagiarism of Text;+Retract and Replace;
https://openalex.org/W1934612887,Attitudes on intimate touch during nursing care in China,2013-08-15T00:00:00Z,10.1111/ijn.12129,2017-06-01T00:00:00Z,10.1111/ijn.12575,+Euphemisms for Plagiarism;+Plagiarism of Article;
https://openalex.org/W2490972481,"Sluggish Cognitive Tempo, Internalizing Symptoms, and Executive Function in Adults With ADHD",2017-04-01T00:00:00Z,10.1177/1087054716659361,2017-06-01T00:00:00Z,10.1177/1087054716682337,+Notice - Limited or No Information;
https://openalex.org/W2618149278,Life history as the appropriate meta-theory for evaluating group-differences in psychopathic personality: A comment on Lynn (2017),2017-05-30T00:00:00Z,10.1016/j.jcrimjus.2017.05.007,2017-05-30T00:00:00Z,10.1016/j.jcrimjus.2017.05.007,+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W3087649968,Cognitive problem-solving abilities and speech acts in children: an analysis in vulnerable family contexts,2016-12-04T00:00:00Z,10.4067/S0716-58112017000100355,2017-05-01T00:00:00Z,10.4067/S0716-58112017000100355,+Plagiarism of Article;
https://openalex.org/W1883974516,Effect of blonanserin on cognitive function in antipsychotic-naÃ¯ve first-episode schizophrenia,2012-01-25T00:00:00Z,10.1002/hup.1276,2017-05-01T00:00:00Z,10.1002/hup.2622,+Investigation by Company/Institution;+Lack of Approval from Company/Institution;+Lack of IRB/IACUC Approval;
https://openalex.org/W2062757743,A meta-analysis and theoretical critique of oxytocin and psychosis: Prospects for attachment and compassion in promoting recovery,2014-02-21T00:00:00Z,10.1111/bjc.12041,2017-04-10T00:00:00Z,10.1111/bjc.12131,+Error in Analyses;+Error in Methods;
https://openalex.org/W2800553388,The Female Media Producer as an Advocate of Womenâ€™s Empowerment in Nigeria: The Cross River State Experience,2017-03-14T00:00:00Z,10.1515/genst-2017-0011,2017-04-04T00:00:00Z,10.1515/genst-2017-0019,+Concerns/Issues About Results;+Objections by Author(s);
https://openalex.org/W2498956127,Effects of Violent Media on Verbal Task Performance in Gifted and General Cohort Children,2016-07-18T00:00:00Z,10.1177/0016986216660382,2017-04-01T00:00:00Z,10.1177/0016986216689054,+Concerns/Issues About Data;+Concerns/Issues About Results;+Investigation by Third Party;+Results Not Reproducible;
https://openalex.org/W2598624683,Medication adherence and health belief model among hypertensive patients attending rural health centres of a tertiary care hospital in South India,2017-04-01T00:00:00Z,10.18203/2394-6040.ijcmph20171342,2017-04-01T00:00:00Z,10.18203/2394-6040.ijcmph20171342,+Copyright Claims;
https://openalex.org/W2564185843,"Neurocognitive game between risk factors, sleep and suicidal behaviour",2016-12-23T00:00:00Z,10.5935/1984-0063.20170007,2017-03-01T00:00:00Z,10.1016/j.slsci.2016.12.005,+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W2201651423,The Virtual Cutting Edge: Adolescent Self-injury and YouTube,2015-10-01T00:00:00Z,10.1016/j.annemergmed.2015.07.438,2017-03-01T00:00:00Z,10.1016/j.annemergmed.2016.11.016,+Euphemisms for Plagiarism;+Plagiarism of Data;+Plagiarism of Text;
https://openalex.org/W2131138503,Unlocking past emotion: verb use affects mood and happiness,2012-11-12T00:00:00Z,10.1177/0956797612446351,2017-02-08T00:00:00Z,10.1177/0956797617692524,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Misconduct - Official Investigation/Finding;+Misconduct by Third Party;
https://openalex.org/W2339875371,The effect of an educational program based on health belief model and social cognitive theory in prevention of osteoporosis in women,2015-09-08T00:00:00Z,10.1177/1359105315603696,2017-02-01T00:00:00Z,10.1177/1359105316685949,+Duplication of Article;
https://openalex.org/W2272064030,Unconscious arithmetic processing: A direct replication,2016-02-04T00:00:00Z,10.1002/ejsp.2175,2017-02-01T00:00:00Z,10.1002/ejsp.2290,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;
https://openalex.org/W2578743134,The Influence of Classroom Management Quality on the Studentsâ€™ Behaviour,2016-12-30T00:00:00Z,10.1515/rjes-2016-0019,2017-01-30T00:00:00Z,10.1515/rjes-2016-0022,+Error by Journal/Publisher;
https://openalex.org/W2104345276,Influence of restaurants' physical environments on emotion and behavioral intention,2010-07-27T00:00:00Z,10.1080/02642060802188023,2017-01-09T00:00:00Z,10.1080/02642069.2016.1258819,+Duplication of Article;
https://openalex.org/W1770462759,Research and Implementation of Childrenâ€™s Speech Signal Processing System,2015-08-31T00:00:00Z,10.2174/1874120701509010188,2016-12-30T00:00:00Z,10.2174/1874120701610010118,+Fake Peer Review;
https://openalex.org/W2565566219,"Habits, Priming and the Explanation of Mindless Action",2016-12-28T00:00:00Z,10.1007/s11023-016-9410-5,2016-12-28T00:00:00Z,10.1007/s11023-016-9410-5,+Date of Retraction/Other Unknown;+Duplication of Article;
https://openalex.org/W2530660845,The Impact of Breast Cancer on Womenâ€™s Everyday Life in Eastern India,2016-05-30T00:00:00Z,10.1007/s13187-016-1045-y,2016-12-01T00:00:00Z,10.1007/s13187-016-1045-y,+Euphemisms for Plagiarism;+Plagiarism of Article;
https://openalex.org/W2505486867,On Separating One from the Other: Images of a Developing Self,2016-07-15T00:00:00Z,10.1111/bjp.12227,2016-11-21T00:00:00Z,10.1111/bjp.12278,+Concerns/Issues About Data;
https://openalex.org/W2147934106,Deficits in emotion recognition in pediatric bipolar disorder: The mediating effects of irritability,2013-01-10T00:00:00Z,10.1016/j.jad.2012.06.021,2016-11-15T00:00:00Z,10.1016/j.jad.2016.07.049,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Unreliable Data;+Unreliable Results;
https://openalex.org/W2500290741,Communicative gestures facilitate problem solving for both communicators and recipients,2006-05-18T00:00:00Z,10.1016/j.jml.2005.09.002,2016-11-09T00:00:00Z,10.1016/j.jml.2016.06.011,+Unreliable Results;
https://openalex.org/W2089856439,Are uric acid plasma levels different between unipolar depression with and without adult attention deficit hyperactivity disorder?,2015-02-12T00:00:00Z,10.1016/j.jad.2015.01.047,2016-10-28T00:00:00Z,10.1016/j.jad.2016.07.050,+Breach of Policy by Author;+Plagiarism of Text;
https://openalex.org/W2169314880,"Where, when, how high, and how long? The hemodynamics of emotional response in psychotropic-naÃ¯ve patients with adolescent bipolar disorder",2012-12-20T00:00:00Z,10.1016/j.jad.2012.11.025,2016-09-30T00:00:00Z,10.1016/j.jad.2016.07.048,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Lack of IRB/IACUC Approval;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Unreliable Results;
https://openalex.org/W2117852786,Combined Case of Blood-Injury-Injection Phobia and Social Phobia: Behavior Therapy Management and Effectiveness through Tilt Test,2012-12-13T00:00:00Z,10.1155/2012/368039,2016-09-18T00:00:00Z,10.1155/2016/9802939,+Concerns/Issues about Referencing/Attributions;+Plagiarism of Article;
https://openalex.org/W1967603672,H. S. Sullivan and His Contribution to the Relational School,2015-01-30T00:00:00Z,10.1080/00377317.2015.957600,2016-09-09T00:00:00Z,10.1080/00377317.2016.1222770,+Concerns/Issues about Referencing/Attributions;
https://openalex.org/W1961897526,Multilevel Predictors of Math Classroom Climate: A Comparison Study of Student and Teacher Perceptions,2014-06-23T00:00:00Z,10.1111/jora.12153,2016-09-01T00:00:00Z,10.1111/jora.12153,+Error in Data;+Unreliable Data;
https://openalex.org/W2039191464,Demographic faultlines: A meta-analysis of the literature,2011-11-01T00:00:00Z,10.1037/a0024167,2016-08-01T00:00:00Z,10.1037/apl0000137,+Doing the Right Thing;+Error in Data;+Error in Methods;+Investigation by Journal/Publisher;+Unreliable Results;
https://openalex.org/W2138769789,Dopamine Induces an Optimism Bias in Ratsâ€”Pharmacological Proof for the Translational Validity of the Ambiguous-cue Interpretation Test,2016-01-15T00:00:00Z,10.1016/j.bbr.2015.10.020,2016-07-15T00:00:00Z,10.1016/j.bbr.2016.09.046,+Error in Data;+Unreliable Data;+Unreliable Results;
https://openalex.org/W2127755352,Associations of Housing Mobility Interventions for Children in High-Poverty Neighborhoods With Subsequent Mental Disorders During Adolescence,2014-03-05T00:00:00Z,10.1001/jama.2014.607,2016-06-17T00:00:00Z,10.1001/jama.2016.6187,+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;+Retract and Replace;
https://openalex.org/W2057881344,Formation of Entrepreneurial Career Intentions: The Role of Sociocognitive Factors,2015-03-02T00:00:00Z,10.1002/j.2161-1920.2015.00052.x,2016-06-09T00:00:00Z,10.1002/joec.12031,+Concerns/Issues About Authorship;+Error in Methods;+Falsification/Fabrication of Data;+Lack of Approval from Author;
https://openalex.org/W3124028226,Can directors' self-interests influence accounting choices?,2007-11-26T00:00:00Z,10.1016/j.aos.2007.10.001,2016-04-20T00:00:00Z,10.1016/j.aos.2016.04.001,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2163310503,Effect of cognitive therapy with antidepressant medications vs antidepressants alone on the rate of recovery in major depressive disorder: a randomized clinical trial.,2014-08-20T00:00:00Z,10.1001/jamapsychiatry.2014.1054,2016-04-20T00:00:00Z,10.1001/jamapsychiatry.2016.0756,+Error in Data;+Retract and Replace;
https://openalex.org/W2293377456,Fatal factitious Cushing syndrome (MÃ¼nchhausenâ€™s syndrome) in a patient with macroprolactinoma and silent corticotrophinoma: case report and literature review,2015-06-04T00:00:00Z,10.1186/s40842-015-0002-8,2016-03-03T00:00:00Z,10.1186/s40842-016-0022-z,+Duplication of Article;
https://openalex.org/W2102811829,"Local and global cross-modal influences between vision and hearing, tasting, smelling, or touching",2011-08-01T00:00:00Z,10.1037/a0023175,2016-03-01T00:00:00Z,10.1037/a0040144,+Concerns/Issues About Data;+Investigation by Company/Institution;
https://openalex.org/W1999336930,Relations between perceptual and conceptual scope: how global versus local processing fits a focus on similarity versus dissimilarity,2009-02-01T00:00:00Z,10.1037/a0014484,2016-03-01T00:00:00Z,10.1037/a0040143,+Concerns/Issues About Data;+Investigation by Company/Institution;
https://openalex.org/W2287618666,Womenâ€™s Preference for Attractive Makeup Tracks Changes in Their Salivary Testosterone,2015-11-02T00:00:00Z,10.1177/0956797615609900,2016-02-03T00:00:00Z,10.1177/0956797616630941,+Doing the Right Thing;+Error in Analyses;
https://openalex.org/W2738775431,Critical Human Factor Evaluation of Knowledge Sharing Intention in Taiwanese Enterprises,2012-05-04T00:00:00Z,10.1002/hfm.20300,2016-01-19T00:00:00Z,10.1002/hfm.20656,+Concerns/Issues about Third Party Involvement;+Conflict of Interest;+Fake Peer Review;
https://openalex.org/W2063955525,Human factors of knowledge sharing intention among taiwanese enterprises: a preliminary study,2012-03-30T00:00:00Z,10.1002/hfm.20507,2016-01-19T00:00:00Z,10.1002/hfm.20661,+Concerns/Issues about Third Party Involvement;+Conflict of Interest;+Fake Peer Review;
https://openalex.org/W2024297218,The Relationship between Personality Traits and Sales Force Automation Usage: A Preliminary Study,2012-06-25T00:00:00Z,10.1002/hfm.20313,2016-01-19T00:00:00Z,10.1002/hfm.20658,+Concerns/Issues about Third Party Involvement;+Conflict of Interest;+Fake Peer Review;
https://openalex.org/W2055713632,The Relationship between Personality Traits and Sales Force Automation Usage: A Review of Methodology,2012-07-23T00:00:00Z,10.1002/hfm.20311,2016-01-19T00:00:00Z,10.1002/hfm.20657,+Concerns/Issues about Third Party Involvement;+Conflict of Interest;+Fake Peer Review;
https://openalex.org/W1996811474,"Douleurs, fin de Vie et DignitÃ© de la Personne. Pain, End of Life and Personal Dignity",2004-02-01T00:00:00Z,10.1016/S1624-5687(04)94489-7,2016-01-05T00:00:00Z,10.1016/j.douler.2015.12.001,+Duplication of Article;+Euphemisms for Duplication;
https://openalex.org/W2067435338,Factors Influencing Happiness Index of Hospital Nurses,2013-06-30T00:00:00Z,10.11111/jkana.2013.19.3.329,2015-12-31T00:00:00Z,10.11111/jkana.2015.21.5.587,+Duplication of Article;
https://openalex.org/W1977038610,Interpretation versus Reference Framing: Assimilation and Contrast Effects in the Organizational Domain,2002-04-17T00:00:00Z,10.1006/obhd.1998.2802,2015-12-07T00:00:00Z,10.1016/j.obhdp.2015.11.002,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W1937548685,Preliminary data suggest rates of male military sexual trauma may be higher than previously reported,2015-11-01T00:00:00Z,10.1037/ser0000047,2015-12-07T00:00:00Z,10.1037/ser0000074,+Doing the Right Thing;+Error in Analyses;
https://openalex.org/W2294379435,Correction or comparison? The effects of prime awareness on social judgments,2009-02-17T00:00:00Z,10.1002/ejsp.569,2015-11-30T00:00:00Z,10.1002/ejsp.2173,+Falsification/Fabrication of Data;
https://openalex.org/W2325838550,Factors affecting the e-learning outcomes: An integration of TAM and IS success model,2015-03-17T00:00:00Z,10.1016/j.tele.2015.03.002,2015-11-01T00:00:00Z,10.1016/j.tele.2015.06.004,+Breach of Policy by Author;+Duplication of Article;+Euphemisms for Duplication;
https://openalex.org/W1900584430,Sadness Impairs Color Perception,2015-08-25T00:00:00Z,10.1177/0956797615597672,2015-11-01T00:00:00Z,10.1177/0956797615597672,+Doing the Right Thing;+Error in Analyses;+Error in Data;
https://openalex.org/W2128004254,Selection and storage of perceptual groups is constrained by a discrete resource in working memory,2013-06-01T00:00:00Z,10.1037/a0030094,2015-10-01T00:00:00Z,10.1037/xhp0000136,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by ORI;+Misconduct - Official Investigation/Finding;+Objections by Author(s);
https://openalex.org/W2018988333,The Plateau in Mnemonic Resolution Across Large Set Sizes Indicates Discrete Resource Limits in Visual Working Memory,2012-04-04T00:00:00Z,10.3758/s13414-012-0292-1,2015-10-01T00:00:00Z,10.3758/s13414-015-0980-8,+Falsification/Fabrication of Data;+Falsification/Fabrication of Image;+Investigation by ORI;+Misconduct by Author;
https://openalex.org/W2140343936,A common discrete resource for visual working memory and visual search,2013-04-09T00:00:00Z,10.1177/0956797612464380,2015-09-09T00:00:00Z,10.1177/0956797615602706,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by ORI;
https://openalex.org/W1895021308,Motivational interviewing for alcohol misuse in young adults,2014-08-21T00:00:00Z,10.1002/14651858.CD007025.pub2,2015-09-01T00:00:00Z,10.1002/14651858.CD007025.pub3,+Error in Data;+Error in Methods;+Error in Text;+Retract and Replace;
https://openalex.org/W1967231157,"Perioperative Nurse's Experience of Nursing Errors and Emotional Distress, Coping Strategies, and Changes in Practice",2014-12-31T00:00:00Z,10.11111/jkana.2014.20.5.481,2015-09-01T00:00:00Z,10.11111/jkana.2014.20.5.481,+Error in Text;+Notice - Limited or No Information;
https://openalex.org/W2154719360,The Impact of Client and Auditor Gender on Auditorsâ€™ Judgments,2009-03-01T00:00:00Z,10.2308/acch.2009.23.1.1,2015-09-01T00:00:00Z,10.2308/acch-10432,+Concerns/Issues About Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2047437896,The developmental pattern of the RAS/RAF/Erk1/2 pathway in the BTBR autism mouse model,2014-12-01T00:00:00Z,10.1016/j.ijdevneu.2014.01.006,2015-08-01T00:00:00Z,10.1016/j.ijdevneu.2015.05.004,+Breach of Policy by Author;+Copyright Claims;+Objections by Third Party;
https://openalex.org/W1918811367,Does the Form of Managementâ€™s Earnings Guidance Affect Analystsâ€™ Earnings Forecasts,2008-01-01T00:00:00Z,10.2308/accr.2006.81.1.207,2015-06-25T00:00:00Z,10.2308/accr-10436,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2644654940,Nursesâ€™ experiences of humour in clinical settings,2014-06-26T00:00:00Z,10.1016/j.ijans.2014.06.004,2015-06-04T00:00:00Z,10.1016/j.ijans.2015.05.001,+Duplication of Article;
https://openalex.org/W2120140925,Investigating factors associated with nurses' attitudes towards perinatal bereavement care: a study in Shandong and Hong Kong,2009-07-06T00:00:00Z,10.1111/j.1365-2702.2008.02689.x,2015-06-03T00:00:00Z,10.1111/jocn.12898,+Duplication of Article;+Investigation by Company/Institution;
https://openalex.org/W2140059356,Using immersive virtual reality and ecological psychology to probe into child molesters' phenomenology,2011-11-01T00:00:00Z,10.1080/13552600.2011.617014,2015-06-02T00:00:00Z,10.1080/13552600.2015.1048085,+Duplication of Article;
https://openalex.org/W1562949758,Analysts' Reactions to Earnings Preannouncement Strategies,2002-03-01T00:00:00Z,10.1111/1475-679X.00045,2015-05-19T00:00:00Z,10.1111/1475-679X.12084,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2061057155,"Recognition v. Disclosure, Auditor Tolerance for Misstatement, and the Reliability of Stock-Compensation and Lease Information",2006-03-27T00:00:00Z,10.1111/j.1475-679X.2006.00210.x,2015-05-19T00:00:00Z,10.1111/1475-679X.12085,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W1542750054,Relationship Incentives and the Optimistic/Pessimistic Pattern in Analysts' Forecasts,2007-12-17T00:00:00Z,10.1111/j.1475-679X.2007.00265.x,2015-05-19T00:00:00Z,10.1111/1475-679X.12086,+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Objections by Author(s);+Unreliable Data;+Unreliable Results;
https://openalex.org/W2051599381,Astakine 2 - The Dark Knight Linking Melatonin to Circadian Regulation in Crustaceans,2013-03-21T00:00:00Z,10.1371/journal.pgen.1003361,2015-04-27T00:00:00Z,10.1371/journal.pgen.1005222,+Error in Image;+Error in Methods;+Unreliable Image;+Unreliable Results;
https://openalex.org/W2135050412,Suicide trends in Upper Egypt,2012-08-17T00:00:00Z,10.1111/j.1556-4029.2012.02247.x,2015-04-21T00:00:00Z,10.1111/1556-4029.12793,+Duplication of Article;+Miscommunication by Author;+Miscommunication by Third Party;
https://openalex.org/W2326362989,Inpatient pediatric psychology consultation-liaison practice survey,2015-02-02T00:00:00Z,10.1037/cpp0000089,2015-04-13T00:00:00Z,10.1037/cpp0000094,+Doing the Right Thing;+Error in Analyses;+Error in Data;+Error in Methods;+Retract and Replace;
https://openalex.org/W2500707387,I'm not a transvestite: Antecedents and consequences of gender swapping in online games,2015-01-05T00:00:00Z,10.1109/HICSS.2015.427,2015-03-30T00:00:00Z,10.1109/HICSS.2015.427,+Duplication of Article;+Withdrawal;
https://openalex.org/W2171249738,"Epidemiological pattern of bullying among school children in mazandaran province, Iran",2014-11-22T00:00:00Z,10.5812/atr.22551,2015-03-07T00:00:00Z,10.5812/atr.28500,+Duplication of Article;
https://openalex.org/W2077207564,Effects of Motivational Interviewing on Lifestyle Modification and Diabetes Prevention in Adults with Pre-diabetes,2015-02-23T00:00:00Z,10.1016/j.diabres.2015.01.042,2015-02-23T00:00:00Z,10.1016/j.diabres.2015.01.042,+Date of Retraction/Other Unknown;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W2442003564,Preference for immediate reinforcement over delayed reinforcement: relation between delay discounting and health behavior,2012-02-07T00:00:00Z,10.1007/s10865-012-9399-z,2015-02-13T00:00:00Z,10.1007/s10865-015-9621-x,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Upgrade/Update of Prior Notice;
https://openalex.org/W2442003564,Preference for immediate reinforcement over delayed reinforcement: relation between delay discounting and health behavior,2012-02-07T00:00:00Z,10.1007/s10865-012-9399-z,2014-01-08T00:00:00Z,10.1007/s10865-014-9602-5,+Error in Methods;
https://openalex.org/W2053209977,When Do Analysts Adjust for Biases in Management Guidance? Effects of Guidance Track Record and Analystsâ€™ Incentives,2010-03-01T00:00:00Z,10.1111/j.1911-3846.2010.01006.x,2015-01-31T00:00:00Z,10.1111/1911-3846.12120,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2186019413,Reconsolidation revisited: a review and commentary on the phenomenon,2007-10-01T00:00:00Z,10.1515/revneuro.2007.18.5.365,2015-01-28T00:00:00Z,10.1515/revneuro-2014-0084,+Concerns/Issues about Referencing/Attributions;+Euphemisms for Plagiarism;+Investigation by Company/Institution;+Plagiarism of Text;
https://openalex.org/W1992007218,Enhancing the job performance of employees with disabilities using the self-determined career development model,2011-08-01T00:00:00Z,10.1352/1934-9556-49.4.221,2014-12-01T00:00:00Z,10.1352/0047-6765-52.6.i,+Duplication of Article;
https://openalex.org/W2158790425,"Sense Creative! The Impact of Global and Local Vision, Hearing, Touching, Tasting and Smelling on Creative and Analytic Thought",2011-06-02T00:00:00Z,10.1177/1948550611410890,2014-11-24T00:00:00Z,10.1177/1948550614561461,+Falsification/Fabrication of Data;+Investigation by Company/Institution;
https://openalex.org/W2031113976,Electroconvulsive Therapy and Aerobic Exercise Training Increased BDNF and Ameliorated Depressive Symptoms in Patients Suffering From Treatment-resistant Major Depressive Disorder,2014-07-04T00:00:00Z,10.1016/j.jpsychires.2014.06.018,2014-10-01T00:00:00Z,10.1016/j.jpsychires.2014.06.018,+Error in Analyses;+Error in Data;+Unreliable Data;+Unreliable Results;
https://openalex.org/W1561689924,Psychological Processes Linking Authentic Leadership to Follower Behavior,2010-10-01T00:00:00Z,10.1016/j.leaqua.2010.07.015,2014-10-01T00:00:00Z,10.1016/j.leaqua.2014.07.004,+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;+Unreliable Data;+Unreliable Results;
https://openalex.org/W2052063974,Factors Behind Negative Attitudes Toward Cadaveric Organ Donation: A Comparison Between Medical and Non-medical Students in China,2014-08-12T00:00:00Z,10.1097/TP.0000000000000163,2014-09-15T00:00:00Z,10.1097/TP.0000000000000432,+Complaints about Third Party;+Objections by Author(s);
https://openalex.org/W2020535048,Reminders of Money Elicit Feelings of Threat and Reactance in Response to Social Influence,2011-07-14T00:00:00Z,10.1086/661553,2014-06-01T00:00:00Z,10.1086/676822,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W1996848476,Studentsâ€™ and expertsâ€™ schemes for rate of change and its representations,2014-02-18T00:00:00Z,10.1016/j.jmathb.2014.01.002,2014-06-01T00:00:00Z,10.1016/j.jmathb.2014.01.002,+Concerns/Issues About Data;+Error in Data;
https://openalex.org/W2063230744,Impact of an educational program on nursing students' caring and self-perception in intensive clinical training in Jordan,2011-06-29T00:00:00Z,10.2147/AMEP.S21201,2014-05-22T00:00:00Z,10.2147/AMEP.S65465,+Euphemisms for Plagiarism;+Plagiarism of Article;
https://openalex.org/W2015736520,Nurses learning in the workplace: a comparison of workplace attributes in acute care settings in Australia and Singapore,2014-01-24T00:00:00Z,10.1111/inr.12062,2014-05-19T00:00:00Z,10.1111/inr.12103/full,+Ethical Violations by Author;+Lack of IRB/IACUC Approval;
https://openalex.org/W2156157187,Authentically Leading Groups: The Mediating Role of Collective Psychological Capital and Trust,2009-09-01T00:00:00Z,10.1002/job.653,2014-04-28T00:00:00Z,10.1002/job.1936,+Error in Data;+Error in Methods;+Unreliable Data;+Unreliable Results;
