Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,psych,doi_available
1576,"When failure feels better than success: Self-salience, self-consistency, and affect",(SOC) Psychology;,"Tilburg Centre for Cognition and Communication (TICC) & Tilburg Institute of Behavioral Economics Research, Tilburg University, The Netherlands",British Journal of Social Psychology,Wiley,Netherlands,Marret K Noordewier;Diederik A Stapel,http://retractionwatch.com/2012/05/15/brit-psych-journal-retracts-stapel-paper-on-the-paradox-of-failure/,Research Article;,2012-04-27T00:00:00Z,10.1111/j.2044-8309.2012.02108.x,2287287,2011-03-01T00:00:00Z,10.1111/j.2044-8309.2010.02002.x,21361981,Retraction,+Falsification/Fabrication of Data;+Investigation by Company/Institution;,Yes,NA,1,1
16260,Stereotype Disconfirmation Affect: When Sweet Hooligans Make You Happy and Honest Salesmen Make You Sad,(SOC) Psychology;(SOC) Sociology;,"Tilberg Center for Cognition and Communication (TICC) Tilberg University, Netherlands; TIBER, Tilberg University, The Netherlands;",Basic and Applied Social Psychology,Taylor and Francis,Netherlands,Marret K Noordewier;Diederik A Stapel,http://retractionwatch.com/2012/04/26/journal-retracts-two-stapel-papers-on-salesmen-and-on-women-who-change-their-names-when-they-marry/,Research Article;,2012-04-06T00:00:00Z,10.1080/01973533.2012.682012,0,2011-02-25T00:00:00Z,10.1080/01973533.2010.540135,0,Retraction,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,No,NA,1,1
16248,What's in a Name? 361.708 Euros: The Effects of Marital Name Change,(B/T) Business - Economics;(SOC) Psychology;,"Tilberg Institute for Behavioral Economics Research, Tilberg UNiversity, The Netherlands;",Basic and Applied Social Psychology,Taylor and Francis,Netherlands,Marret K Noordewier;Femke van Horen;Kirsten I Ruys;Diederik A Stapel,NA,Research Article;,2012-04-06T00:00:00Z,10.1080/01973533.2012.682012,0,2010-02-23T00:00:00Z,10.1080/01973530903539812,0,Retraction,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,No,NA,1,1
2976,"Reducing the harm of stress: medications to rescue the prefrontal cortex and overcome bad habits: the science of stress: focus on the brain, breaking bad habits, and chronic disease",(BLS) Neuroscience;(SOC) Psychology;,"Department of Neurobiology, Yale School of Medicine, New Haven, Connecticut",The Yale Journal of Biology and Medicine,Yale School of Medicine,United States,Lu E Jin,NA,Review Article;,2012-04-04T00:00:00Z,NA,22473496,2011-12-01T00:00:00Z,NA,22180685,Retraction,+Lack of Approval from Third Party;,No,NA,1,1
5865,Examining Conflict Between Components of Attitudes: Ambivalence and Inconsistency are Distinct Constructs,(SOC) Psychology;(SOC) Sociology;,"Cardiff University, Wales, Cardiff CF10 3XQ, UK; University of Western Ontario, 1151 Richmond St, London, ON N6A 3K7, Canada",Canadian Journal of Behavioural Science,American Psychological Association (APA),Canada;United Kingdom,Gregory R Maio;Victoria M Esses,NA,Research Article;,2012-04-01T00:00:00Z,10.1037/a0027768,NA,2000-04-01T00:00:00Z,10.1037/h0087101,NA,Retraction,+Unreliable Data;+Unreliable Results;,No,NA,1,1
18855,Studying impact of organizational learning on innovating,(SOC) Education;(SOC) Psychology;(SOC) Sociology;,"Department of Industrial Engineering, South Tehran Branch, Islamic Azad University, Tehran, Iran; Department of Electrical Engineering, South Tehran Branch, Islamic Azad University, Tehran, Iran;",Procedia - Social and Behavioral Sciences,Elsevier,Iran,Hamid Tohidi;Mohammad Mehdi Jabbari,NA,Conference Abstract/Paper;,2012-01-13T00:00:00Z,10.1016/j.sbspro.2011.12.075,0,2012-01-01T00:00:00Z,10.1016/j.sbspro.2011.12.075,0,Retraction,+Date of Retraction/Other Unknown;+Plagiarism of Article;,No,NA,1,1
3224,Happiness as alchemy: Positive mood leads to self-serving responses to social comparisons,(SOC) Psychology;,"San Jose State University, San Jose;Tilburg University, Tilburg",Motivation and Emotion,Springer,Netherlands;United States,Camille S Johnson;Diederik A Stapel,http://retractionwatch.com/2012/08/17/were-up-to-13-retractions-keep-coming-for-diederik-stapel/,Research Article;,2011-12-25T00:00:00Z,10.1007/s11031-011-9266-1,27158174,2011-04-19T00:00:00Z,10.1007/s11031-011-9216-y,21660089,Retraction,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct by Author;,No,NA,1,1
16259,From (Unconscious) Perception to Emotion: A Global-to-Specific Unfolding View of Emotional Responding,(SOC) Psychology;(SOC) Sociology;,"Psychology Department, Utrecht University, Utrecht, Netherlands;",Emotion Regulation and Well-Being,Springer,Netherlands,Kirsten I Ruys;Diederik A Stapel;Henk Aarts,NA,Book Chapter/Reference Work;,2011-11-01T00:00:00Z,10.1007/978-1-4419-6953-8_20,0,2010-09-21T00:00:00Z,10.1007/978-1-4419-6953-8_4,0,Retraction,+Date of Retraction/Other Unknown;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,No,NA,1,1
2506,"Norms for the Korean version of the Harvard Group Scale of Hypnotic Susceptibility, Form A",(SOC) Psychology;,"Pyun Neuropsychiatric Clinic, Gangnamgu, Seoul, Korea",The International Journal of Clinical and Experimental Hypnosis,Taylor and Francis,South Korea,Young Don Pyun;Yun Joo Kim,http://retractionwatch.com/2011/10/19/you-will-not-plagiarise-you-will-not-plagiarise-you-will-not-but-if-you-do-hypnosis-journal-will-retract/,Clinical Study;,2011-10-12T00:00:00Z,10.1080/00207140802463799,19031236,2009-01-01T00:00:00Z,10.1080/00207144.2012.631858,21992069,Retraction,+Plagiarism of Data;+Plagiarism of Text;,No,NA,1,1
29745,Choosing to defer for coping with emotion-laden decisions,(SOC) Psychology;,"Department of Psychology, Hunan Normal University, Changsha, China;",2011 Seventh International Conference on Natural Computation,IEEE: Institute of Electrical and Electronics Engineers,China,Xiaoming Li;Guoqing Yang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022219,0,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022219,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
29753,Effects of emotion on item memory and spatial source memory,(SOC) Psychology;,"Department of Psychology, Central University of Finance and Economics, Beijing, China;",2011 Seventh International Conference on Natural Computation,IEEE: Institute of Electrical and Electronics Engineers,China,Bo Wang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022290,0,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022290,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
29754,Emotion recognition based on CSO&SVM in e-learning,(SOC) Psychology;,"Information Engineering Institute Capital Normal University, Beijing, China;",2011 Seventh International Conference on Natural Computation,IEEE: Institute of Electrical and Electronics Engineers,China,Wansen Wang;Jiabin Wu,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022071,0,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022071,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
29766,Human emotional states modeling by Hidden Markov Model,(SOC) Psychology;,"School of Computer Engineering, Nanyang Technological University, Nanyang Avenue, Singapore;",2011 Seventh International Conference on Natural Computation,IEEE: Institute of Electrical and Electronics Engineers,Singapore,Teik Toe Teoh;Siu Yeung Cho,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022189,0,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022189,0,Retraction,+Retract and Replace;Notice - No/Limited Information;,No,NA,1,1
30025,New undergraduate college students common psychological problems and intervention strategies,(SOC) Psychology;,"Medical School, Jingchu University of Technology, Jingmen, China;",Proceedings of 2011 International Conference on Electronic & Mechanical Engineering and Information Technology,IEEE: Institute of Electrical and Electronics Engineers,China,Ya ping Xu;Wen zhong Li,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-19T00:00:00Z,10.1109/EMEIT.2011.6022972,0,2011-08-12T00:00:00Z,10.1109/EMEIT.2011.6022972,0,Retraction,+Notice - Limited or No Information;,No,NA,1,1
29889,The starting point in a classification task as a cognitive scaffold: The role of the key element,(SOC) Psychology;,"Dept. Didacticas Especificas, Educ. Univ. de Burgos, Burgos, Spain; Universidade Federal de Pernambuco, Recife, PE, BR;",2011 Seventh International Conference on Natural Computation;,IEEE: Institute of Electrical and Electronics Engineers,Brazil;Spain,Pilar Ruesga Ramos;Bruno Campello de Souza;Antonio Roazzi,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022247,0,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022247,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
15878,Analysis on the Influence of Self-awareness and Achievement Motivation on College Students' Academic Self-handicapping,(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Northeast Agricultural University, Harbin, China; Heilongjiang Uniersity, Harbin, China",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Kang Jing;Wang Wei,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEMMS.2011.6015816,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
15931,Analysis on the Influence of Self-handicapping on College Students' Mental Health,(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Heilongjiang Uniersity, Harbin, China",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Kang Jing,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEMMS.2011.6015815,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
15795,Construction and Analysis of Life Quality Between Physical Population and Non-physical Population in College Students,(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Department of Psychology of Heilongjiang University, Department of Social Psychology of NanKai University, Harbin, China; Northeast Agricultural University, Harbin, China",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Wang Wei;Kang Jing,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEMMS.2011.6015625,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
29082,Empirical research about psychodrama of the psychological healthy education in the western ordinary middle schools,(SOC) Education;(SOC) Psychology;,"Institute of Education Sciences, Changjiang Normal University, Fuling, China;",Proceedings of 2011 International Conference on Electronics and Optoelectronics,IEEE: Institute of Electrical and Electronics Engineers,China,Zhou Jing,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013392,0,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013392,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
15938,Empirical Study of the Impact of Physical Environment on the Employees Performance,(HSC) Occupational Health and Safety;(PHY) Mathematics;(SOC) Psychology;,"School of Management, Lanzhou University, China",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Li Yi,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEMMS.2011.6015612,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
29084,"Job burnout, social support and coping style state in prison police and their correlation",(SOC) Psychology;,"College of Education Science, Leshan Normal University, Leshan, China; Department of Social Science, Yunnan Dehong Normal College, Dehong, China;",Proceedings of 2011 International Conference on Electronics and Optoelectronics,IEEE: Institute of Electrical and Electronics Engineers,China,Wang Lixin;Cun Xiaohong,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013135,0,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013135,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
29086,Minority areas in Yunnan Province Longchuan children orphaned by AIDS experience of discrimination,(SOC) Psychology;,"Department of Social Sciences, Dehong Teacher's College, Dehong, China; Department of Education, Sichuan Teacher's College, Leshan, China;",Proceedings of 2011 International Conference on Electronics and Optoelectronics,IEEE: Institute of Electrical and Electronics Engineers,China,Cun Xiaohong;Wang Lixin,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013393,0,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013393,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
15784,On Establishment of Firefighting Army 's Psychological Aid Emergency System,(PHY) Mathematics;(SOC) Psychology;,"Fire Command Department, The Chinese people's Armed Police Force Academy, Langfang, China",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Hou Yi,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEMMS.2011.6015653,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
29088,Research about college students' life cognitive dimensions in dormitory,(SOC) Psychology;,"East China Normal University Psychological and Cognitive College, Shanghai, China; Social Sciences and Management Engineering Department, Suzhou College, Suzhou, China;",Proceedings of 2011 International Conference on Electronics and Optoelectronics,IEEE: Institute of Electrical and Electronics Engineers,China,Ding Xuehong,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013391,0,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013391,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
29090,Reserch on the newly-founded undergraduate college students' psychological healthe assessment and analysis,(SOC) Psychology;,"Medical School, Jingchu University of Technology, Jingmen, chaina; Xiangfan vocational and technical college, Xiangyang, China;",Proceedings of 2011 International Conference on Electronics and Optoelectronics,IEEE: Institute of Electrical and Electronics Engineers,China,Ya ping Xu;Wen zhong Li;Meng Yang;Xian fang Xu;Hong mei Deng;Xian ping He,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013147,0,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013147,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
15794,Risk Factors Analysis of Information Technology Outsourcing from the Distance-based Perspective,(B/T) Computer Science;(B/T) Technology;(PHY) Mathematics;(SOC) Psychology;,"Business College, Beijing Union University, China; Information College, Beijing Forestry University, China",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Ma Yajing;Fang Deying;Chen Jianbin,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEMMS.2011.6015779,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
29091,Scientific answer about human nature,(SOC) Psychology;,"Xiangfan University, Xiangfan, China;",Proceedings of 2011 International Conference on Electronics and Optoelectronics,IEEE: Institute of Electrical and Electronics Engineers,China,Changhe Ding;Qiushi Li,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013088,0,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013088,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
29092,Study on the relationship between the self-concept and mental health of Mongolian and Han high school students,(SOC) Psychology;,"Teacher Education Colleges, Shanxi Normal University, Taiyuan, China;",Proceedings of 2011 International Conference on Electronics and Optoelectronics,IEEE: Institute of Electrical and Electronics Engineers,China,Wang Zhigang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013397,0,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013397,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
15959,The New Research on the Establishment of the Mental Health Education System for Modern College Students,(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Yancheng Institute of Technology, China;",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Bao Ya-wei;Wan Yun;Xu Xue-lan,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEMMS.2011.6015748,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
15920,The Review of Emergency Management Research,(B/T) Business - Management;(B/T) Computer Science;(B/T) Technology;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Hebei Research Institute of Investigation & Design of Water Conservancy & Hydropower, Tianjin, 300250, China; School of Management, Tianjin University, 300072, China",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Yang Gao;Congdong Li;Yinghong Zhao,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-08T00:00:00Z,10.1109/ICEMMS.2011.6015786,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
15859,A comparative study on college students' Classroom Anxiety between English and Japanese,(SOC) Education;(SOC) Psychology;,"Department of Foreign Language, Shangluo University, Shanxi, China; Department of Humanities & Social Sciences, Shangluo University, Shanxi, China;","2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Shuyan Xu;Xianhua Yang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011456,0,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6011456,0,Retraction,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
15299,Collective Revelry Via Network and Group Psychological Motive of Chinese Netizens,(PHY) Mathematics;(SOC) Psychology;,"Department of Education, Zhengzhou University, Henan, China","2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Huiying Liu,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011259,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
15352,"Construction of Counseling Knowledge Based on the Specialized, Professional and Expertise of University Counselors",(PHY) Mathematics;(SOC) Education;(SOC) Ethics/Bioethics;(SOC) Psychology;,"School of Economics and Management, Henan Polytechnic University, Jiaozuo, China; School of Civil Engineering, Henan Polytechnic University, Jiaozuo, China","2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Zhang Ming;Fang Qinli,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011241,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
25149,Employee's public service motivation in China: Comparasion between sectors,(B/T) Business - Management;(B/T) Business - Public Relations;(B/T) Government;(SOC) Psychology;(SOC) Sociology;,"Department of Public Management, Xiamen University, Xiamen, China;","2011 2nd International Conference on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Hua Meng,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010891,0,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6010891,0,Retraction,Notice - No/Limited Information;,No,NA,1,1
15906,From psychological contract breach to violation - The moderated mediating effect of employees' attribution,(B/T) Business - General;(SOC) Psychology;,"School of Management, Xi An Jiaotong University at XI'AN, ShaanXi Province China;","2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Ying Han;He Yi Song;Xi Chen,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010637,0,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6010637,0,Retraction,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
16052,Inquiry on Positive Psychology in the enterprise employee management,(B/T) Business - Management;(SOC) Psychology;,"Henan Polytechnic University, School of Economics and Management, Jiaozuo, Henan Province, China 454000;",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Sun Yuping,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011195,NA,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6011195,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
16127,Leaders' influence tactics: A study of Chinese employees,(SOC) Psychology;,"Zhejiang Gongshang University, College of Business Administration, Hangzhou, China;","2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Jiasheng Sun,NA,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011112,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Breach of Policy by Author;+Notice - Limited or No Information;,No,NA,1,1
15506,Relationship between self consistency and congruence and social avoidance and distress of junior middle school students,(SOC) Education;(SOC) Psychology;,"School of Psychology, Jiangxi Normal University, Nanchang, China; Department of Student-working, Jiangxi Agricultural University, Nanchang, China;","2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Jinhui Ye;Qin Zou,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011264,NA,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6011264,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
3113,"Religion, culture and male involvement in the use of family planning: evidence from Enugu and Katsina States of Nigeria",(HSC) Medicine - Nursing;(HSC) Medicine - Obstetrics/Gynecology;(HUM) Religion;(SOC) Psychology;(SOC) Sociology;,"Research and Evaluation Division, Society for Family Health, Abuja, Nigeria",International Nursing Review,Wiley,Nigeria,C Ujuju;J Anyanti;S B Adebayo;F Muhammad;O Oluigbo;A Gofwan,NA,Research Article;,2011-09-06T00:00:00Z,10.1111/j.1466-7657.2010.00820.x,21848764,2011-06-02T00:00:00Z,10.1111/j.1466-7657.2011.00900.x,22092328,Retraction,+Copyright Claims;,No,"There's a typo in the date for the retraction notice in both PubMed and the publisher's site, indicating 2010 rather than 2011. Sites looked at on 5/19/2017.\ No Retraction Watch article found.",1,1
16035,Research prospect of psycological contract breach,(B/T) Business - Management;(SOC) Law/Legal Issues;(SOC) Psychology;,"Logistics Service Center, Shanghai Ocean University, Shanghai, China; School of Management, University of Shanghai for Science and Technology, Shanghai, China;",2011 2nd IEEE International Conference on Emergency Management and Management Sciences,IEEE: Institute of Electrical and Electronics Engineers,China,Lu Wenxuan;Chen Yueming;Ge Yuhui,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010683,NA,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6010683,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
15208,Study of Staff Internal Mobility in HRM,(B/T) Business - Management;(PHY) Mathematics;(SOC) Psychology;,"Departments of Information Engineering, Shandong Water Vocational College, Rizhao 276826, China; School of Management, University of Jinan, 250022, Shandong Province, China","2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Gao Ying;Zhou Fang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010623,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
15345,Suggestion for University Students' Ideological and Political Education,(B/T) Business - Management;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"School of Computer Science, Technology Henan Polytechnic University, Jiaozuo, China","2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce",IEEE: Institute of Electrical and Electronics Engineers,China,Yiyou,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010247,NA,2011-08-08T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
