id,title,publication_date,doi_for_requesting,record_id,title2
https://openalex.org/W2809357391,ONTOLOGY AND CLOUD COMUTING IN VARIOUS APPLICATIOND: THE SIGNIFICANCE AND MAJOR CHALLENGES,2018-03-05,https://doi.org/10.4314/jfas.v10i4s.2,22805,Influence of studentâ€™s personality on acquired knowledge during internship: rhetoric or reality
https://openalex.org/W2808824409,Retracted: Needs in emotional intelligence: the case of Moroccan pupils in the preparatory classes of primary education,2018-03-05,https://doi.org/10.4314/jfas.v10i4s.193,22660,Needs in emotional intelligence: the case of Moroccan pupils in the preparatory classes of primary education
https://openalex.org/W2811217662,SOCIAL FACTORS AFFECTING PERSONALITY DISORDERS,2018-03-07,https://doi.org/10.4314/jfas.v10i6s.98,22152,Social factors affecting personality disorders
https://openalex.org/W2015446242,UNDERSTANDING SUBJECT(S) : THE SELF AS CORPORATION,2008-05-01,https://doi.org/10.1111/j.1468-2265.2007.00374.x,19636,Understanding Subject(s): The Self as Corporation
https://openalex.org/W2901553786,WITHDRAWN: The Multidimensional Scale of Perceived Social Support (MSPSS): Reliability and Validity of Russian Version.,2018-11-22,https://doi.org/10.1016/j.jpsychores.2018.11.014,19724,The Multidimensional Scale of Perceived Social Support (MSPSS): Reliability and Validity of Russian Version
https://openalex.org/W2523892878,EFL students’ attitudes toward learning English language: The case study of Kashan University students,2016-09-28,https://doi.org/10.1080/2331186x.2016.1236434,NA,NA
https://openalex.org/W2902247173,The complex cognitive system of executive functioning: A conceptual review,2018-01-01,https://doi.org/10.19193/0393-6384_2018_4_139,21873,The complex cognitive system of executive functioning: a conceptual review
https://openalex.org/W2905123704,"[RETRACTION NOTICE TO] : PENGARUH GAYA KEPEMIMPINAN DELEGATIF, MOTIVASI KERJA DAN DISIPLIN KERJA TERHADAP KINERJA KARYAWAN PADA PT BANK MANDIRI KCP JAKARTA KOTA",2017-03-18,https://doi.org/10.24912/je.v22i1.183,19384,"Effect of delegative leadership style, work motivation and work discipline on employee performance in PT Bank MandiriI KCP Jakarta Kota"
https://openalex.org/W2034300914,The sweet tooth hypothesis: How fruit consumption relates to snack consumption,2006-07-01,https://doi.org/10.1016/j.appet.2005.07.011,19351,The sweet tooth hypothesis: How fruit consumption relates to snack consumption
https://openalex.org/W2084893998,How negative experiences shape long-term food preferences. Fifty years from the World War II combat front,2009-06-01,https://doi.org/10.1016/j.appet.2009.01.001,19350,How negative experiences shape long-term food preferences. Fifty years from the World War II combat front
https://openalex.org/W2793082976,RETRACTED: Escaping the Traditional Interview Approach: A Pilot Study of an Alternative Interview Process.,2019-02-01,https://doi.org/10.1177/0018578718758970,19748,Escaping the Traditional Interview Approach: A Pilot Study of an Alternative Interview Process
https://openalex.org/W2798253217,Who are they to judge? Overcoming anthropometry through fat bodybuilding,2018-11-01,https://doi.org/10.1080/21604851.2018.1453622,19281,Who are they to judge? Overcoming anthropometry through fat bodybuilding
https://openalex.org/W2769076447,Retraction Note: The Influence of Childhood Psychological Maltreatment on Mainland China College Students’ Cyberbullying: The Mediating Effect of Moral Disengagement and the Moderating Effect of Moral Identity,2017-11-14,https://doi.org/10.12973/ejmste/80302,19268,The Influence of Childhood Psychological Maltreatment on Mainland China College Studentsâ€™ Cyberbullying: The Mediating Effect of Moral Disengagement and the Moderating Effect of Moral Identity
https://openalex.org/W2890798860,Attribution Bias in Consumer Choice,2018-09-19,https://doi.org/10.1093/restud/rdy054,28634,Attribution Bias in Consumer Choice
https://openalex.org/W3122188469,"Consequences of belonging to the ""clean plate club"".",2008-10-06,https://doi.org/10.1001/archpedi.162.10.994,19228,Consequences of Belonging to the â€œClean Plate Clubâ€
https://openalex.org/W2169824550,"Fattening Fasting: Hungry Grocery Shoppers Buy More Calories, Not More Food",2013-06-24,https://doi.org/10.1001/jamainternmed.2013.650,19229,"Fattening Fasting: Hungry Grocery Shoppers Buy More Calories, Not More Food"
https://openalex.org/W3125836091,"First foods most: after 18-hour fast, people drawn to starches first and vegetables last.",2012-06-25,https://doi.org/10.1001/archinternmed.2012.1278,19230,"First Foods Most: After 18-Hour Fast, People Drawn to Starches First and Vegetables Last"
https://openalex.org/W3122201904,Preordering school lunch encourages better food choices by children.,2013-07-01,https://doi.org/10.1001/jamapediatrics.2013.82,19232,Preordering School Lunch Encourages Better Food Choices by Children
https://openalex.org/W3123846144,Super Bowls: serving bowl size and food consumption.,2005-04-13,https://doi.org/10.1001/jama.293.14.1727,19233,Super Bowls: Serving Bowl Size and Food Consumption
https://openalex.org/W2097514133,Watch What You Eat: Action-Related Television Content Increases Food Intake,2014-11-01,https://doi.org/10.1001/jamainternmed.2014.4098,19231,Watch What You Eat: Action-Related Television Content Increases Food Intake
https://openalex.org/W2533121952,The effectiveness of group-based behavioral activation in the treatment of depression: An updated meta-analysis of randomized controlled trial,2017-01-15,https://doi.org/10.1016/j.jad.2016.08.026,19165,The effectiveness of group-based behavioral activation in the treatment of depression: An updated meta-analysis of randomized controlled trial
https://openalex.org/W2906725344,RETRACTED: Growth after academic failure in Javanese students: An indigenous approach,2018-09-30,https://doi.org/10.21831/pri.v1i2.22162,19941,Growth after academic failure in Javanese students: An indigenous approach
https://openalex.org/W2754160579,Model Konseling Kelompok Cognitive Behavior untuk Penanganan Self-esteem Siswa SMK,2017-11-20,https://doi.org/10.30598/jbkt.v1i2.144,19270,Model Konseling Kelompok Cognitive Behavior untuk Penanganan Self-Esteem Siswa SMK
https://openalex.org/W2789537349,"Losing control: Mostly incongruent lists postpone, but do not eliminate, the Stroop effect.",2018-03-08,https://doi.org/10.3758/s13414-018-1496-9,19109,"Losing control: Mostly incongruent lists postpone, but do not eliminate, the Stroop effect"
https://openalex.org/W2606326739,The weapons effect,2018-02-01,https://doi.org/10.1016/j.copsyc.2017.04.011,19042,The Weapons Effect
https://openalex.org/W2795274342,RETRACTED ARTICLE: What it means to care for a person with a chronic disease: integrating the patient's experience into the medical viewpoint.,2018-09-01,https://doi.org/10.1007/s11019-018-9832-3,19022,What it means to care for a person with a chronic disease: integrating the patientâ€™s experience into the medical viewpoint
https://openalex.org/W2889932798,Persian Version of VEINES-QOL/Sym Questionnaire in Iranian Patients With Deep Venous Thrombosis: Cross-Cultural Adaptation and Psychometric Properties.,2018-08-01,https://doi.org/10.1891/1061-3749.26.2.e98,NA,NA
https://openalex.org/W2799598522,RETRACTED: Vergence eye movements direct others' attention in three-dimensional space.,2018-05-07,https://doi.org/10.1016/j.cub.2018.03.031,18846,Vergence eye movements direct othersâ€™ attention in three-dimensional space
https://openalex.org/W1473174763,RETRACTED ARTICLE: The Effect of Attention Cueing on Science Text Learning,2018-07-01,https://doi.org/10.1007/s10758-015-9264-6,19024,The Effect of Attention Cueing on Science Text Learning
https://openalex.org/W2052417928,WICS: A new model for school psychology:,2010-12-20,https://doi.org/10.1177/0143034310386534,18332,WICS: A new model for school psychology
https://openalex.org/W2790841074,Attitude towards and intention to use biological control among citrus farmers in Iran,2018-06-01,https://doi.org/10.1016/j.cropro.2018.02.016,22948,Attitude towards and intention to use biological control among citrus farmers in Iran
https://openalex.org/W2793865160,The psychological results of 438 patients with persisting GERD symptoms by Symptom Checklist 90-Revised (SCL-90-R) questionnaire,2018-02-01,https://doi.org/10.1097/md.0000000000009783,NA,NA
https://openalex.org/W2613426967,文化，性，パーソナリティがタッチ性向に及ぼす影響,2017-05-10,https://doi.org/10.4992/jjpsy.88.16322,18842,"Effects of culture, gender, and personality on the propensity to touch"
https://openalex.org/W2764202207,"RETRACTED ARTICLE: The Dynamic Risk Outcome Scales (DROS) for people with mild to borderline intellectual disability: content, factorial structure, reliability, and sensitivity",2017-10-12,https://doi.org/10.1080/1068316x.2017.1360889,NA,NA
https://openalex.org/W2606307376,"Influences of Burnout, Emotional labor, and Positive Psychological Capital on Job Satisfaction of Nurses",2017-03-01,https://doi.org/10.11111/jkana.2017.23.2.201,21080,"Influences of Burnout, Emotional labor, and Positive Psychological Capital on Job Satisfaction of Nurses"
https://openalex.org/W2914111269,The relationship of general mental ability to entrepreneurial firm performance : a meta-analysis,2018-06-01,https://doi.org/10.1111/joop.12198,18838,The relationship of general mental ability to entrepreneurial firm performance: A meta-analysis
https://openalex.org/W2740241044,Shifts in the Enjoyment of Healthy and Unhealthy Behaviors Affect Short- and Long-Term Postbariatric Weight Loss†,2017-03-01,https://doi.org/10.1089/bari.2016.0036,17661,Shifts in the Enjoyment of Healthy and Unhealthy Behaviors Affect Short- and Long-Term Postbariatric Weight Loss
https://openalex.org/W2791599317,WITHDRAWN: Validez y fiabilidad de una versión en español del cuestionario Morisky Medication Adherence Scale (MMAS-8) en pacientes con diabetes mellitus tipo 2 en tratamiento con antidiabéticos orales.,2018-03-16,https://doi.org/10.1016/j.aprim.2017.10.010,21556,Validity and reliability of a Spanish version of the Morisky Medication Adherence Scale (MMAS-8) questionnaire in patients with type 2 diabetes mellitus treated with oral antidiabetics
https://openalex.org/W2748325575,The moderating factors of neuroticism and extraversion in pain anticipation,2018-05-01,https://doi.org/10.1177/2049463717728039,17705,The moderating factors of neuroticism and extraversion in pain anticipation
https://openalex.org/W2583859239,A STUDY ON THE VISITOR'S VIEWING BEHAVIOR FOR EXHIBITION TANKS & DISPLAYS IN VIEWING SPACE OF AQUARIUMS,1998-01-01,https://doi.org/10.3130/aija.63.107_1,17847,A Study on The Visitorâ€™s Viewing Behavior for Exhibition Tanks & Displays in Viewing Space of Aquariums
https://openalex.org/W2784474641,Anxiety and Fragile Learning,2018-03-01,https://doi.org/10.1080/0803706x.2017.1420917,NA,NA
https://openalex.org/W2263257443,Adherence to Adjuvant Neuropathic Pain Medications in a Palliative Care Clinic.,2016-05-03,https://doi.org/10.1089/jpm.2015.0230,17203,Adherence to Adjuvant Neuropathic Pain Medications in a Palliative Care Clinic
https://openalex.org/W1967735318,"Examining the Effect of Customer-to-Customer Interactions on Satisfaction, Loyalty, and Word-of-Mouth Behaviors in the Hospitality Industry: The Mediating Role of Personal Interaction Quality and Service Atmospherics",2014-07-15,https://doi.org/10.1080/10548408.2014.884964,17378,"Examining the Effect of Customer-to-Customer Interactions on Satisfaction, Loyalty, and Word-of-Mouth Behaviors in the Hospitality Industry: The Mediating Role of Personal Interaction Quality and Service Atmospherics"
https://openalex.org/W2789145711,RETRACTED ARTICLE: Brand love: fiction or reality?,2018-01-25,https://doi.org/10.1080/0965254x.2018.1430056,NA,NA
https://openalex.org/W2978283788,Severe Burnout Is Common Among Critical Care Physician Assistants.,2017-11-01,https://doi.org/10.1097/ccm.0000000000002689,NA,NA
https://openalex.org/W2778395101,Psychometric characteristics of the Maslach Burnout Inventory (MBI-SS) in Brazilian college students,2006-12-01,https://doi.org/10.1590/s1413-82712006000200005,NA,NA
https://openalex.org/W2511690675,How Traumatic Violence Permanently Changes Shopping Behavior,2016-09-06,https://doi.org/10.3389/fpsyg.2016.01298,16329,How Traumatic Violence Permanently Changes Shopping Behavior
https://openalex.org/W2762204543,SOCIAL DETERMINANTS OF PERSONNEL’S SELF-DEVELOPMENT IN THE ORGANIZATION,2017-01-01,https://doi.org/10.22363/2312-8313-2017-4-2-153-163,27360,Social Determinants of Self-Development of the Personnel of the Organization
https://openalex.org/W2073523644,Can branding improve school lunches,2012-10-01,https://doi.org/10.1001/archpediatrics.2012.999,14089,Can Branding Improve School Lunches?
https://openalex.org/W2073523644,Can branding improve school lunches,2012-10-01,https://doi.org/10.1001/archpediatrics.2012.999,11994,Can Branding Improve School Lunches?
https://openalex.org/W1921360501,"The effect of Polygonum minus extract on cognitive and psychosocial parameters according to mood status among middle-aged women: a randomized, double-blind, placebo-controlled study",2015-09-22,https://doi.org/10.2147/cia.s86411,NA,NA
https://openalex.org/W2084053852,When any Worx looks typical to you: Global relative to local processing increases prototypicality and liking,2012-01-01,https://doi.org/10.1016/j.jesp.2011.08.012,12406,When any Worx looks typical to you: Global relative to local processing increases prototypicality and liking
https://openalex.org/W2051154833,"RETRACTED: Fueling doubt and openness: Experiencing the unconscious, constructed nature of perception induces uncertainty and openness to change",2015-04-01,https://doi.org/10.1016/j.cognition.2014.12.003,12320,"Fueling doubt and openness: Experiencing the unconscious, constructed nature of perception induces uncertainty and openness to change"
https://openalex.org/W2085715555,Metabolic syndrome factors and risk of postoperative depression in high-grade glioma patients in a 1.5-year prospective study,2014-09-16,https://doi.org/10.1007/s12032-014-0234-y,11993,Metabolic syndrome factors and risk of postoperative depression in high-grade glioma patients in a 1.5-year prospective study
https://openalex.org/W3022376935,"Correlates, comorbidities, and suicidal tendencies of problematic game use in a national wide sample of Korean adults.",2017-05-11,https://doi.org/10.1186/s13033-017-0143-5,11736,"Correlates, comorbidities, and suicidal tendencies of problematic game use in a national wide sample of Korean adults"
https://openalex.org/W2609876304,RETRACTED: Students’ and Teachers’ Perception of Written Comments in Two Secondary Classrooms:,2017-04-25,https://doi.org/10.1177/0033688216687457,12786,Studentsâ€™ and Teachersâ€™ Perception of Written Comments in Two Secondary Classrooms.
https://openalex.org/W3204339764,"Retracted: Boys have caught up, family influences still continue: Influences on executive functioning and behavioral self-regulation in elementary students in Germany: Changes in self-regulation",2017-03-01,https://doi.org/10.1002/pchj.157,11016,"Boys have caught up, family influences still continue: Influences on executive functioning and behavioral self-regulation in elementary students in Germany"
https://openalex.org/W2757637414,RETRACTED ARTICLE: Histopathologische Befundberichte von Prostatastanzbiopsien,2013-02-01,https://doi.org/10.1007/s00120-012-3008-1,10277,Histopathology reports of findings of prostate needle biopsies
https://openalex.org/W2590414129,Patient-related beliefs and adherence toward their medications among the adult hypertensive outpatients in Tanzania.,2017-05-09,https://doi.org/10.2217/cer-2016-0060,20893,Patient-related beliefs and adherence toward their medications among the adult hypertensive outpatients in Tanzania
https://openalex.org/W2693984549,"The Role of Goal Setting, Collectivism, and Task Orientation on Iranian Wrestling Teams Performance",2016-07-02,https://doi.org/10.1080/21615667.2016.1277811,10939,"The Role of Goal Setting, Collectivism, and Task Orientation on Iranian Wrestling Teams Performance"
https://openalex.org/W2604656712,Announcement of Retraction,2017-04-06,https://doi.org/10.5539/ijps.v9n2p89,9796,Role of Peers Pressure and Self-Esteem on the General Secondary Studentsâ€™ Aggression
https://openalex.org/W2173767892,"Relationship between inflammatory cytokines and risk of depression, and effect of depression on the prognosis of high grade glioma patients.",2015-07-28,https://doi.org/10.1007/s11060-015-1861-7,9420,"Relationship between inflammatory cytokines and risk of depression, and effect of depression on the prognosis of high grade glioma patients."
https://openalex.org/W2168856417,Peritoneal vaginoplasty by Luohu I and Luohu II technique: a comparative study of the outcomes.,2015-08-22,https://doi.org/10.1186/s40001-015-0165-x,8362,Peritoneal vaginoplasty by Luohu I and Luohu II technique: a comparative study of the outcomes
https://openalex.org/W2307878572,RETRACTED: Relationships between perceived social support and retention patients receiving methadone maintenance treatment in China mainland,2016-03-01,https://doi.org/10.1016/j.cnre.2015.12.001,16377,Relationships between perceived social support and retention patients receiving methadone maintenance treatment in China mainland
https://openalex.org/W2522052533,RETRACTED ARTICLE: Psychopathic personality characteristics amongst high functioning populations,2016-09-21,https://doi.org/10.1080/23744006.2016.1232537,7811,Psychopathic personality characteristics amongst high functioning populations
https://openalex.org/W1934612887,Attitudes on intimate touch during nursing care in China,2014-04-01,https://doi.org/10.1111/ijn.12129,7161,Attitudes on intimate touch during nursing care in China
https://openalex.org/W2490972481,"Sluggish Cognitive Tempo, Internalizing Symptoms, and Executive Function in Adults With ADHD:",2017-02-01,https://doi.org/10.1177/1087054716659361,5547,"Sluggish Cognitive Tempo, Internalizing Symptoms, and Executive Function in Adults With ADHD"
https://openalex.org/W2618149278,Life history as the appropriate meta-theory for evaluating group-differences in psychopathic personality: A comment on Lynn (2017) ☆,2017-05-30,https://doi.org/10.1016/j.jcrimjus.2017.05.007,17799,Life history as the appropriate meta-theory for evaluating group-differences in psychopathic personality: A comment on Lynn (2017)
https://openalex.org/W3087649968,[ARTICULO RETRACTADO]: Habilidades cognitivas para la solución de problemas y actos de habla en niños: un análisis en contexto de vulnerabilidad familiar,2017-05-01,https://doi.org/10.4067/s0716-58112017000100355,NA,NA
https://openalex.org/W1883974516,Effect of blonanserin on cognitive function in antipsychotic-naïve first-episode schizophrenia.,2012-01-01,https://doi.org/10.1002/hup.1276,7607,Effect of blonanserin on cognitive function in antipsychotic-naÃ¯ve first-episode schizophrenia
https://openalex.org/W2062757743,A meta-analysis and theoretical critique of oxytocin and psychosis: Prospects for attachment and compassion in promoting recovery,2014-03-01,https://doi.org/10.1111/bjc.12041,8080,A meta-analysis and theoretical critique of oxytocin and psychosis: Prospects for attachment and compassion in promoting recovery
https://openalex.org/W2800553388,The Female Media Producer as an Advocate of Women’s Empowerment in Nigeria: The Cross River State Experience,2016-12-01,https://doi.org/10.1515/genst-2017-0011,16955,The Female Media Producer as an Advocate of Womenâ€™s Empowerment in Nigeria: The Cross River State Experience
https://openalex.org/W2498956127,Effects of Violent Media on Verbal Task Performance in Gifted and General Cohort Children,2016-07-18,https://doi.org/10.1177/0016986216660382,6255,Effects of Violent Media on Verbal Task Performance in Gifted and General Cohort Children
https://openalex.org/W2598624683,Retracted: Medication adherence and health belief model among hypertensive patients attending rural health centres of a tertiary care hospital in South India,2017-03-28,https://doi.org/10.18203/2394-6040.ijcmph20171342,9879,Medication adherence and health belief model among hypertensive patients attending rural health centres of a tertiary care hospital in South India
https://openalex.org/W2564185843,"Neurocognitive Game between Risk Factors, Sleep and Suicidal Behaviour",2016-12-01,https://doi.org/10.5935/1984-0063.20170007,23211,"Neurocognitive game between risk factors, sleep and suicidal behaviour"
https://openalex.org/W2201651423,RETRACTED: The Virtual Cutting Edge: Adolescent Self-injury and YouTube,2015-10-01,https://doi.org/10.1016/j.annemergmed.2015.07.438,5913,The Virtual Cutting Edge: Adolescent Self-injury and YouTube
https://openalex.org/W2131138503,Unlocking Past Emotion Verb Use Affects Mood and Happiness,2013-01-01,https://doi.org/10.1177/0956797612446351,12871,Unlocking past emotion: verb use affects mood and happiness
https://openalex.org/W2339875371,RETRACTED: The effect of an educational program based on health belief model and social cognitive theory in prevention of osteoporosis in women.,2017-02-01,https://doi.org/10.1177/1359105315603696,5999,The effect of an educational program based on health belief model and social cognitive theory in prevention of osteoporosis in women
https://openalex.org/W2272064030,Unconscious arithmetic processing: A direct replication,2016-04-01,https://doi.org/10.1002/ejsp.2175,9362,Unconscious arithmetic processing: A direct replication
https://openalex.org/W2578743134,The Influence of Classroom Management Quality on the Students’ Behaviour,2016-12-01,https://doi.org/10.1515/rjes-2016-0019,7911,The Influence of Classroom Management Quality on the Studentsâ€™ Behaviour
https://openalex.org/W2104345276,Influence of restaurants' physical environments on emotion and behavioral intention.,2008-10-01,https://doi.org/10.1080/02642060802188023,5003,Influence of restaurants' physical environments on emotion and behavioral intention
https://openalex.org/W1770462759,Research and Implementation of Children's Speech Signal Processing System.,2015-08-31,https://doi.org/10.2174/1874120701509010188,12089,Research and Implementation of Childrenâ€™s Speech Signal Processing System
https://openalex.org/W2565566219,"RETRACTED ARTICLE: Habits, Priming and the Explanation of Mindless Action",2018-12-01,https://doi.org/10.1007/s11023-016-9410-5,18803,"Habits, Priming and the Explanation of Mindless Action"
https://openalex.org/W2530660845,RETRACTED ARTICLE: The Impact of Breast Cancer on Women's Everyday Life in Eastern India.,2016-05-30,https://doi.org/10.1007/s13187-016-1045-y,8274,The Impact of Breast Cancer on Womenâ€™s Everyday Life in Eastern India
https://openalex.org/W2505486867,On Separating One from the Other: Images of a Developing Self,2016-08-01,https://doi.org/10.1111/bjp.12227,6008,On Separating One from the Other: Images of a Developing Self
https://openalex.org/W2147934106,Deficits in emotion recognition in pediatric bipolar disorder: the mediating effects of irritability.,2013-01-10,https://doi.org/10.1016/j.jad.2012.06.021,10759,Deficits in emotion recognition in pediatric bipolar disorder: The mediating effects of irritability
https://openalex.org/W2500290741,RETRACTED: Communicative gestures facilitate problem solving for both communicators and recipients,2006-07-01,https://doi.org/10.1016/j.jml.2005.09.002,5384,Communicative gestures facilitate problem solving for both communicators and recipients
https://openalex.org/W2089856439,Are uric acid plasma levels different between unipolar depression with and without adult attention deficit hyperactivity disorder,2015-05-15,https://doi.org/10.1016/j.jad.2015.01.047,8430,Are uric acid plasma levels different between unipolar depression with and without adult attention deficit hyperactivity disorder?
https://openalex.org/W2169314880,"Retraction notice to 'Where, when, how high, and how long? The hemodynamics of emotional response in psychotropic-naïve patients with adolescent bipolar disorder'.",2013-05-01,https://doi.org/10.1016/j.jad.2012.11.025,9456,"Where, when, how high, and how long? The hemodynamics of emotional response in psychotropic-naÃ¯ve patients with adolescent bipolar disorder"
https://openalex.org/W2117852786,Combined Case of Blood-Injury-Injection Phobia and Social Phobia: Behavior Therapy Management and Effectiveness through Tilt Test,2012-12-13,https://doi.org/10.1155/2012/368039,1906,Combined Case of Blood-Injury-Injection Phobia and Social Phobia: Behavior Therapy Management and Effectiveness through Tilt Test
https://openalex.org/W1967603672,H. S. Sullivan and His Contribution to the Relational School,2015-01-30,https://doi.org/10.1080/00377317.2015.957600,8432,H. S. Sullivan and His Contribution to the Relational School
https://openalex.org/W1961897526,Retracted: Multilevel Predictors of Math Classroom Climate: A Comparison Study of Student and Teacher Perceptions.,2016-09-01,https://doi.org/10.1111/jora.12153,8644,Multilevel Predictors of Math Classroom Climate: A Comparison Study of Student and Teacher Perceptions
https://openalex.org/W2039191464,Demographic faultlines: a meta-analysis of the literature.,2011-06-20,https://doi.org/10.1037/a0024167,10807,Demographic faultlines: A meta-analysis of the literature
https://openalex.org/W2138769789,Dopamine induces an optimism bias in rats-Pharmacological proof for the translational validity of the ambiguous-cue interpretation test.,2016-01-15,https://doi.org/10.1016/j.bbr.2015.10.020,8227,Dopamine Induces an Optimism Bias in Ratsâ€”Pharmacological Proof for the Translational Validity of the Ambiguous-cue Interpretation Test
https://openalex.org/W2127755352,Associations of Housing Mobility Interventions for Children in High-Poverty Neighborhoods With Subsequent Mental Disorders During Adolescence,2014-03-05,https://doi.org/10.1001/jama.2014.607,9914,Associations of Housing Mobility Interventions for Children in High-Poverty Neighborhoods With Subsequent Mental Disorders During Adolescence
https://openalex.org/W2057881344,Retracted: Formation of Entrepreneurial Career Intentions: The Role of Sociocognitive Factors,2015-03-01,https://doi.org/10.1002/j.2161-1920.2015.00052.x,8332,Formation of Entrepreneurial Career Intentions: The Role of Sociocognitive Factors
https://openalex.org/W3124028226,Can directors' self-interests influence accounting choices?,2008-01-01,https://doi.org/10.1016/j.aos.2007.10.001,5530,Can directors' self-interests influence accounting choices?
https://openalex.org/W2163310503,Effect of Cognitive Therapy With Antidepressant Medications vs Antidepressants Alone on the Rate of Recovery in Major Depressive Disorder: A Randomized Clinical Trial,2014-10-01,https://doi.org/10.1001/jamapsychiatry.2014.1054,9006,Effect of cognitive therapy with antidepressant medications vs antidepressants alone on the rate of recovery in major depressive disorder: a randomized clinical trial.
https://openalex.org/W2293377456,RETRACTED ARTICLE: Fatal factitious Cushing syndrome (Münchhausen’s syndrome) in a patient with macroprolactinoma and silent corticotrophinoma: case report and literature review,2015-06-04,https://doi.org/10.1186/s40842-015-0002-8,8281,Fatal factitious Cushing syndrome (MÃ¼nchhausenâ€™s syndrome) in a patient with macroprolactinoma and silent corticotrophinoma: case report and literature review
https://openalex.org/W2102811829,"Local and global cross-modal influences between vision and hearing, tasting, smelling, or touching.",2011-08-01,https://doi.org/10.1037/a0023175,5841,"Local and global cross-modal influences between vision and hearing, tasting, smelling, or touching"
https://openalex.org/W1999336930,Relations between Perceptual and Conceptual Scope: How Global versus Local Processing Fits a Focus on Similarity versus Dissimilarity.,2009-02-01,https://doi.org/10.1037/a0014484,5834,Relations between perceptual and conceptual scope: how global versus local processing fits a focus on similarity versus dissimilarity
https://openalex.org/W2287618666,Women's Preference for Attractive Makeup Tracks Changes in Their Salivary Testosterone.,2015-11-02,https://doi.org/10.1177/0956797615609900,2360,Womenâ€™s Preference for Attractive Makeup Tracks Changes in Their Salivary Testosterone
https://openalex.org/W2738775431,Retracted: Critical Human Factor Evaluation of Knowledge Sharing Intention in Taiwanese Enterprises,2013-03-01,https://doi.org/10.1002/hfm.20300,6328,Critical Human Factor Evaluation of Knowledge Sharing Intention in Taiwanese Enterprises
https://openalex.org/W2063955525,Human factors of knowledge sharing intention among taiwanese enterprises: a preliminary study,2012-07-01,https://doi.org/10.1002/hfm.20507,6329,Human factors of knowledge sharing intention among taiwanese enterprises: a preliminary study
https://openalex.org/W2024297218,Retracted: The Relationship between Personality Traits and Sales Force Automation Usage: A Preliminary Study,2013-05-01,https://doi.org/10.1002/hfm.20313,6331,The Relationship between Personality Traits and Sales Force Automation Usage: A Preliminary Study
https://openalex.org/W2055713632,Retracted: The Relationship between Personality Traits and Sales Force Automation Usage: A Review of Methodology,2013-07-01,https://doi.org/10.1002/hfm.20311,6333,The Relationship between Personality Traits and Sales Force Automation Usage: A Review of Methodology
https://openalex.org/W1996811474,"Douleurs, fin de vie et dignité de la personne",2004-02-01,https://doi.org/10.1016/s1624-5687(04)94489-7,NA,NA
https://openalex.org/W2067435338,Factors Influencing Happiness Index of Hospital Nurses,2013-06-01,https://doi.org/10.11111/jkana.2013.19.3.329,8089,Factors Influencing Happiness Index of Hospital Nurses
https://openalex.org/W1977038610,Interpretation versus Reference Framing: Assimilation and Contrast Effects in the Organizational Domain.,1998-11-01,https://doi.org/10.1006/obhd.1998.2802,16242,Interpretation versus Reference Framing: Assimilation and Contrast Effects in the Organizational Domain
https://openalex.org/W1937548685,Preliminary data suggest rates of male military sexual trauma may be higher than previously reported.,2015-11-01,https://doi.org/10.1037/ser0000047,2363,Preliminary data suggest rates of male military sexual trauma may be higher than previously reported
https://openalex.org/W2294379435,Correction or comparison? The effects of prime awareness on social judgments,2009-08-01,https://doi.org/10.1002/ejsp.569,10025,Correction or comparison? The effects of prime awareness on social judgments
https://openalex.org/W2325838550,RETRACTED: Factors affecting the e-learning outcomes: An integration of TAM and IS success model,2015-11-01,https://doi.org/10.1016/j.tele.2015.03.002,11991,Factors affecting the e-learning outcomes: An integration of TAM and IS success model
https://openalex.org/W1900584430,Sadness Impairs Color Perception,2015-08-25,https://doi.org/10.1177/0956797615597672,17547,Sadness Impairs Color Perception
https://openalex.org/W2128004254,Selection and storage of perceptual groups is constrained by a discrete resource in working memory.,2013-06-01,https://doi.org/10.1037/a0030094,5843,Selection and storage of perceptual groups is constrained by a discrete resource in working memory
https://openalex.org/W2018988333,The plateau in mnemonic resolution across large set sizes indicates discrete resource limits in visual working memory.,2012-07-01,https://doi.org/10.3758/s13414-012-0292-1,1018,The Plateau in Mnemonic Resolution Across Large Set Sizes Indicates Discrete Resource Limits in Visual Working Memory
https://openalex.org/W2140343936,A Common Discrete Resource for Visual Working Memory and Visual Search,2013-04-09,https://doi.org/10.1177/0956797612464380,2331,A common discrete resource for visual working memory and visual search
https://openalex.org/W1895021308,Motivational interviewing for alcohol misuse in young adults,2014-08-21,https://doi.org/10.1002/14651858.cd007025.pub2,NA,NA
https://openalex.org/W1967231157,"Perioperative Nurse's Experience of Nursing Errors and Emotional Distress, Coping Strategies, and Changes in Practice",2014-12-01,https://doi.org/10.11111/jkana.2014.20.5.481,16006,"Perioperative Nurse's Experience of Nursing Errors and Emotional Distress, Coping Strategies, and Changes in Practice"
https://openalex.org/W2154719360,The impact of client and auditor gender on auditors' judgments (retracted),2009-02-27,https://doi.org/10.2308/acch.2009.23.1.1,5493,The Impact of Client and Auditor Gender on Auditorsâ€™ Judgments
https://openalex.org/W2047437896,RETRACTED: The developmental pattern of the RAS/RAF/Erk1/2 pathway in the BTBR autism mouse model,2014-12-01,https://doi.org/10.1016/j.ijdevneu.2014.01.006,7085,The developmental pattern of the RAS/RAF/Erk1/2 pathway in the BTBR autism mouse model
